ブロード＝キャスター:
Set S_名称  ブロード＝キャスター
Set S_画像  ブロード＝キャスター
Set S_表情[1] ブロード(瀕死)
Set S_年齢  ２４
Set S_身長  １６９ｃｍ
Set S_体重  ５５ｋｇ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：聖暦１１７５年３月３日
Set S_解説[2] 血液型：Ａ
Set S_解説[3] 性格：可哀想な奴
Set S_解説[4] 趣味：魔導実験、エレナイ整備
Set S_解説[5] 特技：格闘技、エレナイ整備
Set S_解説[6] 好きなもの：軽いツッコミ
Set S_解説[7] 嫌いなもの：厳しいツッコミ
Set S_解説[8] どうでもいいこと：名前がいいかげん
Return

黒の団:
Set S_名称  黒の団
Set S_画像  黒の団
Set S_年齢  黒のザコ
Set S_身長  ブラックザコ
Set S_体重  ダークザコ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：闇ザコ
Set S_解説[2] 血液型：影のザコ
Set S_解説[3] 性格：裏ザコ
Set S_解説[4] 趣味：隠しザコ
Set S_解説[5] 特技：忍者ザコ
Set S_解説[6] 好きなもの：陰陽ザコ
Set S_解説[7] 嫌いなもの：日陰ザコ
Set S_解説[8] どうでもいいこと：団ザコ
Return

グランチェスタ兵:
Set S_名称  グランチェスタ兵
Set S_画像  グランチェスタ兵
Set S_年齢  ザコ
Set S_身長  ザコ
Set S_体重  ザコ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：ザコ
Set S_解説[2] 血液型：ザコ
Set S_解説[3] 性格：ザコ
Set S_解説[4] 趣味：ザコ
Set S_解説[5] 特技：ザコ
Set S_解説[6] 好きなもの：性能のいいエレナイ
Set S_解説[7] 嫌いなもの：プレイヤー(滅)
Set S_解説[8] どうでもいいこと：まさにどうでもいい
Return

ヴォルク＝ファント＝ロウ＝グランチェスタ:
Set S_名称  ヴォルク＝ファント＝ロウ＝グランチェスタ
Set S_画像  ヴォルク＝ファント＝ロウ＝グランチェスタ
Set S_年齢  ３８
Set S_身長  １８０ｃｍ
Set S_体重  ７０ｋｇ
Set S_テーマ曲 "Battle Of Destiny.mid"
Set S_解説[1] 生年月日：聖暦１１６１年９月１２日
Set S_解説[2] 血液型：Ｏ
Set S_解説[3] 先天魔力属性：水
Set S_解説[4] 二つ名：魔導皇帝(スペルエンペラー)
Set S_解説[5] 性格：野心にあふれたグランチェスタ皇帝
Set S_解説[6] 趣味：魔術、策略
Set S_解説[7] 特技：魔術、策略
Set S_解説[8] 好きなもの：自分の思い通りに事が運ぶこと
Set S_解説[9] 嫌いなもの：自分に刃向かう者
Set S_解説[10] どうでもいいこと：娘が居たらしい
Return

ザーム＝ロージィ:
Set S_名称  ザーム＝ロージィ
Set S_画像  ザーム＝ロージィ
Set S_年齢  ２０
Set S_身長  １７０ｃｍ
Set S_体重  ６５ｋｇ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：聖暦１１７９年２月２６日
Set S_解説[2] 血液型：Ａ
Set S_解説[3] 先天魔力属性：火
Set S_解説[4] 性格：やるときにはヤル奴
Set S_解説[5] 趣味：絵を書くこと
Set S_解説[6] 特技：草むしり、力仕事
Set S_解説[7] 好きなもの：平和
Set S_解説[8] 嫌いなもの：戦争
Set S_解説[9] どうでもいいこと：けっこう力は有る
Return

トキア＝レンガー:
Set S_名称  トキア＝レンガー
Set S_画像  トキア＝レンガー
Set S_表情[1] トキア(攻撃)
Set S_表情[2] トキア(恐怖)
Set S_年齢  ２０
Set S_身長  １７３ｃｍ
Set S_体重  ６２ｋｇ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：聖暦１１７９年１月３日
Set S_解説[2] 血液型：Ａ
Set S_解説[3] 先天魔力属性：土
Set S_解説[4] 性格：傲慢な態度を取るが実は気が弱い
Set S_解説[5] 趣味：ぐうたら
Set S_解説[6] 特技：空中３回転ひねり
Set S_解説[7] 好きなもの：ぐうたら
Set S_解説[8] 嫌いなもの：戦争
Set S_解説[9] どうでもいいこと：枕が変わると寝られないタイプ
Return

グランチェスタ騎士:
Set S_名称  グランチェスタ騎士
Set S_画像  グランチェスタ騎士
Set S_年齢  ほんのりザコ
Set S_身長  少しザコ
Set S_体重  でもやっぱザコ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：程々にザコ
Set S_解説[2] 血液型：なんとなくザコ
Set S_解説[3] 性格：それとなくザコ
Set S_解説[4] 趣味：マシンザコ
Set S_解説[5] 特技：ローリングザコ
Set S_解説[6] 好きなもの：騎士道
Set S_解説[7] 嫌いなもの：プレイヤー(滅)
Set S_解説[8] どうでもいいこと：ちょっとどうでもいい
Return

グランチェスタ魔法兵:
Set S_名称  グランチェスタ魔法兵
Set S_画像  グランチェスタ魔法兵
Set S_年齢  魔導的ザコ
Set S_身長  魔導的ザコ
Set S_体重  魔導的ザコ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：魔導的ザコ
Set S_解説[2] 血液型：魔導的ザコ
Set S_解説[3] 性格：魔導的ザコ
Set S_解説[4] 趣味：魔導的ザコ
Set S_解説[5] 特技：魔導的ザコ
Set S_解説[6] 好きなもの：魔術
Set S_解説[7] 嫌いなもの：プレイヤー(滅)
Set S_解説[8] どうでもいいこと：魔導的にどうでもいい
Return

ガスト＝ジェイス:
Set S_名称  ガスト＝ジェイス
Set S_画像  ガスト＝ジェイス
Set S_年齢  ２０
Set S_身長  １６５ｃｍ
Set S_体重  ６０ｋｇ
Set S_テーマ曲 "Knight Of Element.mid"
Set S_解説[1] 生年月日：聖暦１１７９年１月２９日
Set S_解説[2] 血液型：Ｂ
Set S_解説[3] 先天魔力属性：火
Set S_解説[4] 性格：殺人マニア
Set S_解説[5] 趣味：首狩り
Set S_解説[6] 特技：首狩り
Set S_解説[7] 好きなもの：人の首を狩ること
Set S_解説[8] 嫌いなもの：甘ちゃん
Set S_解説[9] どうでもいいこと：ベジタリアン
Return

ラインバルト＝グルディア:
Set S_名称  ラインバルト＝グルディア
Set S_画像  ラインバルト＝グルディア
Set S_年齢  ５２
Set S_身長  １７２ｃｍ
Set S_体重  ７６ｋｇ
Set S_テーマ曲 "Battle of Destiny.mid"
Set S_解説[1] 生年月日：聖暦１１４７年３月１０日
Set S_解説[2] 血液型：Ａ
Set S_解説[3] 先天魔力属性：水
Set S_解説[4] 性格：義侠軍人
Set S_解説[5] 趣味：盆栽、肉体を鍛えること
Set S_解説[6] 特技：斧術、流石に少し衰えたが筋肉
Set S_解説[7] 好きなもの：成長してゆく若いものたち。
Set S_解説[8] 嫌いなもの：老いてゆく自分。
Set S_解説[9] どうでもいいこと：ウォルディの師匠。
Return
